transaction_id,customer_id,account_id,transaction_sk,account_status_id,biometric_id,two_fa_id,kyc_id,transaction_amount,account_balance,transaction_date
7e0b61484bb3,d21c-42f8-8ada,7cea2045,1c4292fb21ff,f3a74165d27e2a36,a3e35466ac2c9f7e,7e948a792e1d4f03,a3e35466ac2c9f7e,3065.29,-2806.23,2025-04-12 16:19:54.709618
a95b697c3923,ebc2-426f-af34,14374509,dc97d5127093,84793fc791b498d9,7e948a792e1d4f03,7e948a792e1d4f03,bd8c748a4fe31c5d,3100.08,2682.43,2025-02-04 23:40:46.671434
f23232ffe294,9549-4931-a9af,61a11729,564b173c2cfb,58b564a8c66df58e,c3aabc15dfe5924c,c3aabc15dfe5924c,c3aabc15dfe5924c,1959.53,5289.22,2025-03-06 19:09:19.156443
1f05c478f6f1,fa5a-41ca-859d,e7457704,bf19dfa2d279,ad60dbe465e946a6,44c04569286b5cf0,44c04569286b5cf0,44c04569286b5cf0,2599.22,2272.98,2025-03-23 07:59:44.566000
2224171e16cc,5d67-4bb1-945e,746cdb77,58f5d528a073,5a45d2cc2bfce496,8a22e2d9331ad3f7,7e948a792e1d4f03,8a22e2d9331ad3f7,3336.99,2497.93,2025-02-05 06:57:07.493558
6d1a3c1bdacc,a377-46f1-9289,aba4fc03,8ea2b30881d6,f1f9b2dc08d93f93,1541b99f10d9295a,1541b99f10d9295a,1541b99f10d9295a,2068.39,5814.98,2025-04-07 07:32:37.818920
cecea446be72,ba02-46ef-be05,5560db22,fea4df2d4869,c7e67ca00929cbd7,602376c3939be7db,7e948a792e1d4f03,602376c3939be7db,2337.99,-1462.15,2025-04-02 19:07:36.651464
123ebde13c1b,c3e1-4a85-946e,72c22a16,74ba0d303686,9c42cd11dce33952,7e948a792e1d4f03,97da0f76c7279a23,97da0f76c7279a23,560.46,3592.63,2025-02-12 17:29:26.837393
50f99fd34579,f206-4269-b8b7,fe9fecaa,53d194802434,f6631eef025b5ca5,6f62112d1136b616,7e948a792e1d4f03,6f62112d1136b616,1876.92,5396.47,2025-03-18 00:54:25.320219
00aa175a81ec,cb08-487d-9963,bd21bc11,0d5bed1a9e00,f756428eb1dc4c22,e99615da6f30dd63,7e948a792e1d4f03,e99615da6f30dd63,874.47,6171.09,2025-02-27 06:15:10.211506
646059a1120e,8fca-4b6a-8fc4,92f837d4,a06dfa14ea18,e58ed88963106700,8027c6de4ddbe220,8027c6de4ddbe220,8027c6de4ddbe220,836.4,4034.45,2025-02-13 02:08:31.866235
46cb3712f2d1,9f29-4a8b-9184,4fc77768,61188ef40bab,9230351607588699,5465c3c66e2433b0,5465c3c66e2433b0,5465c3c66e2433b0,3998.48,7822.02,2025-03-10 19:16:18.857816
fb493873e57f,0d77-45a0-a222,4d29d1ab,fc2b9062abe7,2bb57f867b9a8893,85c3ae88d7e952e9,85c3ae88d7e952e9,85c3ae88d7e952e9,738.41,4546.61,2025-04-09 16:58:21.390601
525a6de59332,1eb7-4b56-93ff,1d7c0098,b82941fc9005,1028ef1f3ea26470,7e948a792e1d4f03,7e948a792e1d4f03,812401e2237f0455,2449.29,2070.58,2025-04-08 21:23:35.927714
844e59e1ac09,75c8-490d-9e3d,3c7c1d85,e3519ca056cd,3711ff2948ee6147,892cf4a828f2755c,7e948a792e1d4f03,892cf4a828f2755c,482.54,4454.55,2025-04-25 23:49:12.184253
d4895a18e2a3,c257-4f73-829d,0e9058b6,325ed4f5c3a2,81ffb21db72a52d4,90ef699c7ce1280f,90ef699c7ce1280f,7e948a792e1d4f03,2771.58,8227.79,2025-02-23 21:54:08.276762
59dde62d2d06,171d-4bf9-9af4,a56895c6,bda1e5624894,a05f3ca35384b79d,7e948a792e1d4f03,7e948a792e1d4f03,f622d9abe3b91eb1,1837.29,-650.54,2025-02-26 14:06:39.183041
9f222102f9c9,85d2-40a6-8629,606e0e1c,9895b982b15c,bcbfcfdb4eb60195,61e63446c8a0c4cf,61e63446c8a0c4cf,61e63446c8a0c4cf,906.79,873.68,2025-02-23 04:55:36.963825
4f7ac42cbc39,f275-45f3-9436,2e4bebc4,6e272cf1277d,ffbf70f189c9b8f6,c6068497716bdb6b,c6068497716bdb6b,7e948a792e1d4f03,3034.3,-2506.8,2025-03-02 03:33:34.188726
645ac7332304,700b-4d5f-b89f,d11fc8c0,bda1e5624894,4ccbe4894099b631,8bf56c50d98d1b9b,7e948a792e1d4f03,8bf56c50d98d1b9b,3616.22,8939.86,2025-04-09 05:07:47.195147
4c86397b5f51,7b07-4d31-a424,a663d2cd,ac3a4d5ff527,a48a617164135f28,35e70c7c3db003a4,35e70c7c3db003a4,35e70c7c3db003a4,1574.34,7813.6,2025-03-25 21:36:33.280874
d23298c3e3ca,78f2-4e6b-946b,b7f28572,dfdb624fc0cd,c04f7d029f49f4f8,1b0d51d2c9dc93af,7e948a792e1d4f03,1b0d51d2c9dc93af,3727.73,1274.61,2025-02-14 11:01:46.769409
45280b599562,6aa4-4c9f-9217,d49405f0,25e711968d0b,f3d4764843d81217,7e948a792e1d4f03,83a0d85cc8d865ae,83a0d85cc8d865ae,1512.69,-3389.91,2025-03-10 19:31:58.671315
8127cca1b45c,cfbe-4fe9-aea9,e506f670,e4bc4b23e390,d68d906581e06621,d8445fa98a7ae3a4,d8445fa98a7ae3a4,d8445fa98a7ae3a4,3901.81,4067.12,2025-03-13 20:33:55.994280
cc319d66e815,5e0a-42ab-bf5d,f2a9dc8a,83db581dac30,1df7812098dcd7f8,7e948a792e1d4f03,1e2ca6401e3a5286,1e2ca6401e3a5286,995.02,-3466.21,2025-03-03 01:21:19.763724
aed9233ffc82,bff9-407d-8d14,3fe68c9c,92d3ac76a705,f03c2405d099f329,548f3cda1aaa32dc,548f3cda1aaa32dc,548f3cda1aaa32dc,3867.4,1436.88,2025-03-31 14:54:26.768035
2ea08acbbe09,e9dd-4bf5-a311,b5a5f8e6,3cce3a698566,517c28caf47a60f0,b45bcd4f86c56b63,b45bcd4f86c56b63,b45bcd4f86c56b63,2488.03,-1968.01,2025-02-04 03:04:08.487957
e0ca20156a72,1f11-4c0f-b967,ae1b9f69,dfdb624fc0cd,58d60d03dc21c73e,274d62e6eaf88334,274d62e6eaf88334,274d62e6eaf88334,1245.32,5775.26,2025-03-28 17:47:48.247660
290346426c45,9679-4482-a3c9,80a8a23d,b4c1bebd9d2f,46ea8575256624e8,74f892e0d506b98d,74f892e0d506b98d,74f892e0d506b98d,966.29,1921.1,2025-02-12 22:27:59.491680
09374a27ebf2,9fdd-4e2e-a8a2,ceae71cf,0b8553017c2e,accaf0097ef9dbbe,bada9ae5bfc58a53,bada9ae5bfc58a53,bada9ae5bfc58a53,512.21,3764.53,2025-03-24 19:04:35.472080
55630cf477ef,7089-4c6d-a877,3f8ea40a,972a2eae2a5e,643964f7e487a81c,d11ceca4cb7af1ff,d11ceca4cb7af1ff,d11ceca4cb7af1ff,219.38,7523.66,2025-02-27 11:29:14.638272
edc3d8e049de,b89b-4f7f-93e3,5da39a73,ed39b5b088ea,6c3dc9e3b2f20882,9ef88c486f8a6411,9ef88c486f8a6411,9ef88c486f8a6411,1819.49,6697.68,2025-04-20 11:57:12.369492
33d184f2fd0f,31d4-4e09-8fd3,53f591dc,6c34a5a19564,cf6604258f067f84,bf4283aa680ff449,7e948a792e1d4f03,bf4283aa680ff449,3854.07,5215.54,2025-03-05 08:52:42.904146
b7f1c86c6544,d7b4-4294-bd44,0d259caa,871fefe7ce54,d0b4d31128cfbbd7,b0f76076e780dec3,b0f76076e780dec3,b0f76076e780dec3,3866.83,-3337.7,2025-03-01 07:01:47.547984
723b8f964685,d756-4a9c-864c,50521700,ba2412c415b5,f9404b7b483880c0,e2b582a0a2312ce3,e2b582a0a2312ce3,e2b582a0a2312ce3,2906.33,1980.48,2025-02-16 13:31:14.823602
709c49a22441,ad05-4912-9ab2,a7edc8d8,2a2b4e0dcca1,d48315ca9da11420,2ef9ac5ef0bcb413,7e948a792e1d4f03,2ef9ac5ef0bcb413,1864.67,1385.04,2025-03-13 10:19:45.908318
1218c1836315,eeda-4802-8568,e86e8e63,8377b3524b94,d0d778e138cffff5,7e948a792e1d4f03,cb8d1a78555e16da,cb8d1a78555e16da,1334.8,2684.86,2025-03-15 02:24:12.555918
7cc8edaf3766,d9af-4e09-b91e,8b15bd94,dc97d5127093,31ac370fc085f673,2dc1d919b4f8093e,2dc1d919b4f8093e,2dc1d919b4f8093e,1118.87,-1450.96,2025-03-29 23:55:42.486506
b88a2f4dd219,45d8-46ad-b7d0,01bf9e73,d16e4d0d07b2,3a214c99aa1fa3df,7e948a792e1d4f03,7e948a792e1d4f03,177dbfd156212477,3376.01,-1027.95,2025-04-19 09:00:59.234796
dbb75fa5e0aa,4d4c-4280-9462,899ac252,e6b40050785e,573ac814ad9ec7ca,7e948a792e1d4f03,f9ee4ce8c3f09576,f9ee4ce8c3f09576,3845.63,5797.95,2025-02-22 03:41:59.116817
d4321dc1e7eb,9887-4bfe-8136,e61d9cde,9d62deca81a8,42fdbafe4a9be727,7e948a792e1d4f03,9b1e5a7cd9d3fece,9b1e5a7cd9d3fece,3325.75,2852.79,2025-04-13 21:37:46.313916
c6d1081fc6dc,74f0-4eae-aa59,a43afb7a,66b76ff7d821,775123dc4941cb94,477a3e8f9b63620d,477a3e8f9b63620d,477a3e8f9b63620d,973.28,8294.71,2025-04-12 10:43:27.654840
89c23f5cf2f3,61ea-4f30-a42e,e00da49d,50209bc29827,0544decd7eea919a,def6aca15b60275b,7e948a792e1d4f03,def6aca15b60275b,2741.04,2860.41,2025-03-29 10:40:54.830789
ac26937bf79b,c41c-447e-9d6b,52171bf3,7cf5fb614f42,a872d63cfcd58fab,41ec672730ddfe91,41ec672730ddfe91,41ec672730ddfe91,3610.76,-2315.55,2025-02-11 14:29:42.803890
c0dedb87d29c,69df-44e9-b896,8ff8869d,0b3e07a2861b,023a7cc4f96bdb51,2b4526a9a284ca24,2b4526a9a284ca24,2b4526a9a284ca24,3012.65,4308.44,2025-04-18 06:10:51.837080
3f3a4d9dbaeb,4147-4506-be2b,f64ab6ec,b8536b339457,f7f3b4fbb92cef19,7884c489d97fed4a,7884c489d97fed4a,7884c489d97fed4a,3782.79,1941.84,2025-03-09 17:15:22.052433
9ed40bb401e7,b42a-4d93-9aba,42c21797,a717f9005356,960b213e8003eb29,3ea8f5899c6e7eb1,3ea8f5899c6e7eb1,3ea8f5899c6e7eb1,395.15,4176.3,2025-04-07 18:31:21.152395
9fecfd85d7fa,3239-4ffb-a704,d8c128e7,53d194802434,191e375dd355f1ea,86c23606bd691f6c,86c23606bd691f6c,86c23606bd691f6c,1217.15,-3334.08,2025-03-24 03:01:32.623206
124380913ac1,2332-450e-a992,e8e6e840,3e3702400cd8,47395c788b02a2fe,c027ec81da8ce650,c027ec81da8ce650,c027ec81da8ce650,140.72,1260.58,2025-04-13 05:55:38.816015
b824152aeaec,9ea9-4508-b122,90dbfad6,925548a58c83,5f174f897620b71f,7e948a792e1d4f03,926a708101c8853e,926a708101c8853e,2580.09,3917.05,2025-04-21 20:26:12.133868
a8ae9112fbc0,3ad1-4a33-8ae4,54ec3f33,6526ff9f0906,33292beb92d54e0b,db5fd69311750916,db5fd69311750916,db5fd69311750916,309.04,-3447.25,2025-04-26 15:35:20.845974
5534cc4d5819,1413-464d-b962,6147adeb,e5d135d335c7,9f5b2b0ee5feff1b,818202d9a1b332f8,818202d9a1b332f8,818202d9a1b332f8,674.88,144.89,2025-04-06 12:25:04.518009
da0ab98f5dbe,1b46-4bdc-9c56,926bffa5,c7f2d5c24184,75b27d6dac8ee2cd,b98bc0a807cd901d,b98bc0a807cd901d,b98bc0a807cd901d,3610.62,5919.83,2025-03-28 09:57:19.113338
075ecdd7f460,44b6-4ec1-8d16,d2d33488,8ea2b30881d6,09dfb965e68da607,87b0018624db738a,87b0018624db738a,87b0018624db738a,2480.76,8630.14,2025-04-01 20:04:33.945430
8b00f166cdcf,f280-4f1d-9a6c,b15da72d,7ba0e1cf24eb,80756ba34e8bd965,4b8762534ca3cdc5,4b8762534ca3cdc5,4b8762534ca3cdc5,3220.95,-3184.38,2025-04-26 16:23:06.237580
bf5e902f3465,23a1-4e20-bfd2,c0afd193,0088c81ac123,e4da40e4a364e492,1e9028bf8e8801ff,7e948a792e1d4f03,1e9028bf8e8801ff,2944.82,-2580.16,2025-04-15 19:25:05.435362
d2b979e5c9aa,38d5-401f-823c,1132567c,b5b6a57a39e7,ecce6b24c03d9bbf,96da35d51f9abc92,96da35d51f9abc92,96da35d51f9abc92,2282.08,-2136.92,2025-04-11 09:00:17.301121
8db30123a348,a5e1-4b55-97d3,cf08ea54,6c34a5a19564,ccf5c8c28faf66cb,b4090b334436536e,b4090b334436536e,b4090b334436536e,1264.54,-1179.81,2025-04-12 13:48:27.585681
680115b24e1d,5da4-4cb9-afdc,1df05d18,6d34d795b92e,913e8909449a4775,94940893d876695a,94940893d876695a,94940893d876695a,3256.73,6238.24,2025-03-23 13:13:47.874812
2a50d0b1fde0,234b-4562-98af,68bd075b,27a558816643,055cf9490fc075f7,486194d84ccdd36d,486194d84ccdd36d,486194d84ccdd36d,2848.33,-3119.49,2025-04-02 12:50:12.879570
5d368bddcee3,1529-46f5-aad1,a757075b,91383450cf01,f9c01b957901e838,a62d5e748ed90994,a62d5e748ed90994,a62d5e748ed90994,3276.0,-797.94,2025-03-09 15:26:42.386261
c10e52daf681,593c-472b-8347,f3d04ffb,5a0a4ff1c0d5,e28dd2a86569e1e8,7e948a792e1d4f03,f9f4ba7c5e67de2f,f9f4ba7c5e67de2f,2493.94,6736.97,2025-02-27 12:03:18.471389
b939b1d81887,f678-49b2-a2b5,53c93ae7,acd7aefaf016,84e31206ee372faa,72f3511603871ad5,7e948a792e1d4f03,72f3511603871ad5,2291.71,1304.19,2025-04-27 15:37:54.281126
01e3042b03ca,f8de-4777-bb1e,002c4c22,634cb0e58601,df033cbe007907e9,7e948a792e1d4f03,67ed16cd80e02cdd,67ed16cd80e02cdd,1844.87,1884.98,2025-04-17 15:00:34.241238
591e84fa4c72,e1d4-4f82-a1c5,d12e0eb5,9e9bb4684c55,4da36eb546b4c3be,f34ab79cf06a705f,7e948a792e1d4f03,f34ab79cf06a705f,464.17,5653.55,2025-03-10 16:33:41.925160
8bfaa0c9da72,3a9c-4308-9221,714011a1,6a5b583e475d,1cf095e98f41628c,499b5d1658193521,7e948a792e1d4f03,499b5d1658193521,636.62,-3166.72,2025-04-16 21:19:34.512498
88a61cdcc4c2,96ee-40e5-9f87,e3837348,709bc89a98cb,a11d01a95e15dabf,2021d87973311e0f,2021d87973311e0f,2021d87973311e0f,2668.62,-1367.85,2025-02-09 08:30:28.763866
40691519fd38,dc5e-4e78-a307,15669e36,38a920b1b9eb,8d121d983c325d00,7e948a792e1d4f03,f6bf529c911249aa,f6bf529c911249aa,3048.92,6677.12,2025-04-27 18:30:33.972038
c648a8761e85,8950-4dd6-a7c6,b3957a98,0d48d1488a86,ca69deb347c49641,87cc933d714daf6f,87cc933d714daf6f,87cc933d714daf6f,3854.35,-1631.68,2025-03-17 20:55:00.430214
bd33911f730b,d28f-4f68-8871,e4eec67c,8a6c21e0926c,f8bab6a0a9e5e94f,6f92f6dc06d3722d,6f92f6dc06d3722d,7e948a792e1d4f03,3841.25,-2796.77,2025-03-16 14:10:48.653817
f9e5fb3df063,0b46-4173-80a8,ddb449dc,0527695ea166,17679d6498f65395,193bfb038fbd641f,7e948a792e1d4f03,193bfb038fbd641f,2510.59,-438.37,2025-04-05 01:23:54.425160
ce40e09016b6,020a-4497-b4ed,60538c1b,0c747c98ab1d,cc08c0f9ef3b9b01,34d5c237de6ef0fc,34d5c237de6ef0fc,34d5c237de6ef0fc,1691.16,-3107.26,2025-04-15 13:20:49.465263
ecc36f5b09a6,3cf8-4d20-bbad,d9d57b02,91383450cf01,81a4cb49dc6220cd,8d5f86e3c50f09fe,8d5f86e3c50f09fe,8d5f86e3c50f09fe,3891.57,-491.95,2025-04-05 10:33:20.626090
9a290a530df9,516c-4b0a-9385,b60e695c,09ca7ed6be90,1cecf08a432d4183,8cb6cfd8ada380ec,8cb6cfd8ada380ec,8cb6cfd8ada380ec,3052.23,-2681.23,2025-04-11 18:28:11.314185
2c2215839b99,429a-4a7c-8c80,0594b24f,932f0aa80bac,1f0611ebae6f34b3,7e948a792e1d4f03,7e948a792e1d4f03,44ce0a6d0b96f5cf,3307.18,476.23,2025-03-04 11:50:12.970499
eea9e1fdc6d1,178b-4968-a0f8,2321e64e,23f9849a5d6a,5b645279df1c5777,7eeaed76108ddc34,7eeaed76108ddc34,7eeaed76108ddc34,713.48,8866.1,2025-02-18 21:44:26.101782
c4b85b80b8d1,fe7c-40e9-a179,19a2676f,00fd171b49f0,be82855242ed69a6,cbe3bdeb2c25e6d4,cbe3bdeb2c25e6d4,cbe3bdeb2c25e6d4,3715.26,-2944.28,2025-03-29 04:01:07.326504
fdf77d8d3ddd,bcaf-4931-aad1,051a0039,a52808b861db,81e1baaa8244889e,70db2742fe42c982,70db2742fe42c982,70db2742fe42c982,127.36,7752.43,2025-02-22 15:19:23.729118
9456bb7b6c05,2167-435e-8e73,a630ad9d,275b3c0d47d7,96584afe32e998ae,7e948a792e1d4f03,61dc90b367fcce86,61dc90b367fcce86,1873.76,468.37,2025-02-01 22:59:40.651531
d21a54c7743b,9d1c-4838-adc8,2afaab7b,3fec5e9d2381,4fa585df0b06ff02,59d993a78bf04b9d,59d993a78bf04b9d,59d993a78bf04b9d,3125.91,6776.09,2025-04-03 17:12:33.977954
3fb3a6a5f0ff,bab2-4bce-a39c,cc9803de,bf7e839b9211,bd5912be61f8e11f,2c03caaa0efaaf14,2c03caaa0efaaf14,7e948a792e1d4f03,1369.04,2088.67,2025-04-25 17:22:48.842175
cee8f9722cc1,12fe-4c2b-9acf,badf9397,201051cf708c,d5e0e0e4fd2bf403,a8789cfd821f30ef,a8789cfd821f30ef,a8789cfd821f30ef,3031.83,7827.26,2025-02-27 06:16:30.958898
72cc788fd0cd,6495-4d5f-8cb4,8b4bd7e7,d35962d5cdfe,b22c2f42f67efd0c,61bbecc1ccad2f82,61bbecc1ccad2f82,61bbecc1ccad2f82,416.24,3022.53,2025-03-30 17:03:28.582015
090ee1b41171,0b6c-43c8-b21e,da9bccc1,61d1e68117a9,d7eda832fe564b06,47a963f252a77f48,7e948a792e1d4f03,47a963f252a77f48,1068.99,-1857.2,2025-03-05 19:22:12.907777
1325ea074d80,ad72-4d05-924c,8d536c75,8326a7dd8739,0b42bb529b71aa54,92c8fe3bb942e6e8,92c8fe3bb942e6e8,92c8fe3bb942e6e8,116.74,8388.25,2025-03-17 01:55:16.765033
875167294d3c,c95b-41f8-832a,09eda6f5,6c34a5a19564,d9e0ba94035fb12f,291957bd86e2b346,7e948a792e1d4f03,291957bd86e2b346,3793.98,4985.6,2025-02-25 15:39:44.572239
9799bdae8eff,79a7-463b-bee9,0e63813e,2f18c508e98a,b5311ad3fd98c8ed,958a977529f0cb41,958a977529f0cb41,958a977529f0cb41,3767.3,5806.24,2025-04-18 11:45:08.786388
20ad5f59fb4d,22b9-424c-a744,797e3984,36f282c4c61c,ddde83b32df70c7a,4946cfedf5a20c98,7e948a792e1d4f03,4946cfedf5a20c98,2394.58,-2551.54,2025-02-15 13:42:10.837785
704c2c56e0cd,bfbb-4ab3-8237,ce1a1669,bf5cf6a943a2,11611993c1001f42,0216fc7c39db6865,0216fc7c39db6865,0216fc7c39db6865,608.52,-1805.45,2025-03-03 23:29:17.973181
ee40dc8ab6a7,e53e-4f4c-ac7e,a6c681b0,b82941fc9005,e78c89c423ea1782,ee5af1413f3af4af,ee5af1413f3af4af,7e948a792e1d4f03,1164.07,5846.54,2025-04-04 04:40:48.922813
3ef3d86d655d,ce30-461d-8e88,4b356e9a,c8c73f0a0367,63e9a420b6dc49ef,213dfbeffde3092d,213dfbeffde3092d,213dfbeffde3092d,2003.73,3015.45,2025-02-14 19:02:16.643630
553b1eac41d9,c34e-4baf-8f1c,0dd70158,81888e99e1bd,eb2a1dc0ea1c2916,870ac8163c6b5fb2,870ac8163c6b5fb2,870ac8163c6b5fb2,69.66,-2222.79,2025-02-12 21:39:38.135597
e0b8c79ddb62,fcb8-46bb-a8c0,6744cb9e,cb5c18e79bd8,8c89eedfd215ce83,efd19bb4390c3e75,efd19bb4390c3e75,efd19bb4390c3e75,1107.69,-3968.71,2025-02-14 20:47:26.203018
9f0fba533122,bb0c-4919-b30c,afd0d2f7,d1ace776b4b9,17352a7728be2e10,2b6bfc752512ea75,2b6bfc752512ea75,2b6bfc752512ea75,2393.38,-586.2,2025-03-14 22:56:17.010349
cbfed60bf603,303c-404b-8007,61584f88,67d48f1d6538,5600c7bf86816041,23ce11ceda68e90e,23ce11ceda68e90e,23ce11ceda68e90e,2840.97,4387.93,2025-03-03 08:59:04.088819
5fcd85ece729,af8c-4888-b1f8,290e3e89,50a877e32994,2bd0e1efbf8f86b5,0222f365c1c2cc1a,0222f365c1c2cc1a,0222f365c1c2cc1a,2725.29,3546.84,2025-02-23 15:14:08.612824
